1253003144,4020778171,Avenida Pedro P. Diaz,12.92
1253003144,1264354250,Avenida Pedro P. Diaz,9.431
1253003569,5479090199,Avenida Victor Andr?Žs Bela??nde,88.184
1253003891,1264307523,Calle San Juan de Dios,124.851
1253003891,10885702029,Calle Alto de la Luna,2.299
1253003891,1253037869,Calle Tristan,111.969
1253003891,4025080607,Calle San Juan de Dios,207.698
1253005222,5381354366,Avenida Lima,87.64
1253005222,1264337360,Avenida Lima,39.049
1253005222,1264284118,,57.014
1253005222,5391113982,Pasaje Cusco,42.184
1253005372,1264290980,,42.654
1253005372,5483426614,Enrique Pallardelli,71.559
1253005372,5204867622,,98.517
1253006228,1264365748,G??mez S?ínchez,77.004
1253006228,1264365434,Avenida Andr?Žs Martinez,53.28
1253006228,1264340030,Avenida Andr?Žs Martinez,88.617
1253008354,11068021155,Calle Francisco Bolognesi,69.262
1253008354,1264319269,Portal de la Municipalidad,6.418
1253009219,1264293827,Calle Echevarr?Ąa,76.5
1253009219,5200744112,Avenida Jorge Ch?ívez,13.406
1253009219,5200744113,Calle Domingo Nieto,2.462
1253009219,1264287706,Calle Gutierrez de la Fuente,94.297
1253009219,5391108753,Avenida Jorge Ch?ívez,149.138
1253010622,1264315595,G??mez S?ínchez,16.717
1253010622,1264290171,G??mez S?ínchez,46.994
1253010622,5391127555,,83.177
1253011195,11019063501,Calle Juan de Dios Salazar,6.842
1253011195,11019063507,Sebastian Barranca,5.451
1253011195,1264284392,Sebastian Barranca,52.481
1253011195,11019063498,,4.987
1253011499,1264294859,Calle Eduardo L??pez de Roma??a,177.973
1253011499,5706237829,Calle Los Inocentes,21.861
1253011499,4310914243,,162.202
1253014981,1264330375,Mariscal Benavides,61.657
1253014981,1284563227,Garanios,49.36
1253020294,1264359327,Calle Consuelo,72.133
1253020294,10923389495,Calle Cruz Verde,192.468
1253020294,1264287539,Calle Cruz Verde,130.226
1253020294,5203439967,Calle Consuelo,50.245
1253023725,5375734630,Tabada,17.151
